GOLD,id,BRONZE,SILVER,PLATINUM,PURCHASED,collection_id
235,1019356,85,145,355,Silver,v_quotes
225,1019358,75,135,345,Gold,v_quotes
211,1019359,71,127,323,Bronze,v_quotes
220,1019360,70,130,340,Bronze,v_quotes
225,1019363,75,135,345,Platinum,v_quotes
230,1019364,80,140,350,Silver,v_quotes
220,1019366,70,130,340,Gold,v_quotes
243,1019368,93,153,363,Gold,v_quotes
230,1019369,80,140,350,Silver,v_quotes
225,1019370,75,135,345,Gold,v_quotes
223,1019371,73,133,343,Bronze,v_quotes
225,1019374,75,135,345,Silver,v_quotes
206,1019376,66,122,318,Silver,v_quotes
228,1019377,78,138,348,Gold,v_quotes
240,1019379,90,150,360,Platinum,v_quotes
230,1019380,80,140,350,Gold,v_quotes
220,1019381,70,130,340,Gold,v_quotes
220,1019383,70,130,340,Platinum,v_quotes
225,1019384,75,135,345,Bronze,v_quotes
214,1019386,74,130,326,Gold,v_quotes
223,1019388,73,133,343,Silver,v_quotes
235,1019389,85,145,355,Silver,v_quotes
240,1019390,90,150,360,Bronze,v_quotes
235,1019391,85,145,355,Silver,v_quotes
230,1012594,80,140,350,Gold,v_quotes
228,1012595,78,138,348,Gold,v_quotes
250,1012596,100,160,370,Silver,v_quotes
230,1012598,80,140,350,Silver,v_quotes
229,1012599,89,145,341,Silver,v_quotes
206,1012600,66,122,318,Bronze,v_quotes
223,1012601,73,133,343,Bronze,v_quotes
214,1012603,74,130,326,Bronze,v_quotes
235,1012605,85,145,355,Silver,v_quotes
220,1012606,70,130,340,Bronze,v_quotes
240,1012608,90,150,360,Bronze,v_quotes
225,1012609,75,135,345,Silver,v_quotes
225,1012611,75,135,345,Bronze,v_quotes
229,1012613,89,145,341,Gold,v_quotes
230,1012614,80,140,350,Silver,v_quotes
214,1012615,74,130,326,Bronze,v_quotes
214,1012616,74,130,326,Silver,v_quotes
244,1012618,94,154,364,Platinum,v_quotes
243,1012619,93,153,363,Bronze,v_quotes
221,1012621,81,137,333,Gold,v_quotes
225,1012623,75,135,345,Bronze,v_quotes
228,1012624,78,138,348,Gold,v_quotes
220,1012625,70,130,340,Silver,v_quotes
225,1012628,75,135,345,Silver,v_quotes
230,1012629,80,140,350,Silver,v_quotes
220,1012630,70,130,340,Silver,v_quotes
250,1012633,100,160,370,Silver,v_quotes
235,1012635,85,145,355,Platinum,v_quotes
220,1012636,70,130,340,Bronze,v_quotes
235,1012637,85,145,355,Silver,v_quotes
220,1012639,70,130,340,Gold,v_quotes
235,1012641,85,145,355,Bronze,v_quotes
220,1012643,70,130,340,Silver,v_quotes
230,1012645,80,140,350,Bronze,v_quotes
228,1012647,78,138,348,Bronze,v_quotes
221,1012648,81,137,333,Gold,v_quotes
216,1012650,76,132,328,Gold,v_quotes
220,1012651,70,130,340,Bronze,v_quotes
220,1012652,70,130,340,Bronze,v_quotes
223,1012655,73,133,343,Gold,v_quotes
209,1012657,69,125,321,Silver,v_quotes
220,1012658,70,130,340,Gold,v_quotes
204,1012659,64,120,316,Gold,v_quotes
228,1012661,78,138,348,Bronze,v_quotes
240,1012663,90,150,360,Platinum,v_quotes
250,1012664,100,160,370,Bronze,v_quotes
220,1012666,70,130,340,Silver,v_quotes
221,1012667,81,137,333,Bronze,v_quotes
225,1012668,75,135,345,Silver,v_quotes
226,1012670,86,142,338,Silver,v_quotes
206,1012671,66,122,318,Gold,v_quotes
221,1012672,81,137,333,Bronze,v_quotes
225,1012674,75,135,345,Silver,v_quotes
230,1012678,80,140,350,Bronze,v_quotes
230,1012679,80,140,350,Bronze,v_quotes
235,1012680,85,145,355,Bronze,v_quotes
225,1012683,75,135,345,Silver,v_quotes
221,1012684,81,137,333,Silver,v_quotes
235,1012685,85,145,355,Gold,v_quotes
225,1012687,75,135,345,Silver,v_quotes
230,1012690,80,140,350,Silver,v_quotes
228,1012691,78,138,348,Bronze,v_quotes
220,1012693,70,130,340,Platinum,v_quotes
223,1012695,73,133,343,Bronze,v_quotes
220,1012696,70,130,340,Silver,v_quotes
230,1012698,80,140,350,Gold,v_quotes
220,1012705,70,130,340,Silver,v_quotes
220,1012707,70,130,340,Bronze,v_quotes
221,1012708,81,137,333,Silver,v_quotes
223,1012711,73,133,343,Platinum,v_quotes
206,1012712,66,122,318,Silver,v_quotes
221,1012713,81,137,333,Bronze,v_quotes
223,1012715,73,133,343,Bronze,v_quotes
228,1012717,78,138,348,Platinum,v_quotes
230,1012718,80,140,350,Gold,v_quotes
210,1012720,60,120,330,Gold,v_quotes
223,1012721,73,133,343,Bronze,v_quotes
230,1012722,80,140,350,Silver,v_quotes
211,1012723,71,127,323,Silver,v_quotes
235,1012725,85,145,355,Silver,v_quotes
236,1012726,96,152,348,Silver,v_quotes
211,1012728,71,127,323,Platinum,v_quotes
228,1012730,78,138,348,Silver,v_quotes
223,1012731,73,133,343,Silver,v_quotes
220,1012732,70,130,340,Silver,v_quotes
220,1012736,70,130,340,Silver,v_quotes
220,1012739,70,130,340,Silver,v_quotes
228,1012740,78,138,348,Silver,v_quotes
243,1012742,93,153,363,Gold,v_quotes
201,1012743,61,117,313,Bronze,v_quotes
214,1012745,74,130,326,Silver,v_quotes
228,1012747,78,138,348,Silver,v_quotes
228,1012750,78,138,348,Gold,v_quotes
223,1012751,73,133,343,Gold,v_quotes
209,1012752,69,125,321,Gold,v_quotes
235,1012754,85,145,355,Silver,v_quotes
240,1012757,90,150,360,Silver,v_quotes
220,1012759,70,130,340,Platinum,v_quotes
235,1012761,85,145,355,Gold,v_quotes
226,1012763,86,142,338,Silver,v_quotes
260,1012764,110,170,380,Bronze,v_quotes
220,1012767,70,130,340,Silver,v_quotes
226,1012769,86,142,338,Gold,v_quotes
225,1012770,75,135,345,Gold,v_quotes
220,1012772,70,130,340,Bronze,v_quotes
221,1012774,81,137,333,Gold,v_quotes
250,1012775,100,160,370,Gold,v_quotes
228,1012776,78,138,348,Gold,v_quotes
250,1012781,100,160,370,Silver,v_quotes
211,1012782,71,127,323,Bronze,v_quotes
228,1012783,78,138,348,Silver,v_quotes
235,1012786,85,145,355,Gold,v_quotes
250,1012788,100,160,370,Bronze,v_quotes
235,1012789,85,145,355,Silver,v_quotes
211,1012790,71,127,323,Silver,v_quotes
230,1012792,80,140,350,Gold,v_quotes
220,1012794,70,130,340,Gold,v_quotes
233,1012795,83,143,353,Platinum,v_quotes
230,1012797,80,140,350,Silver,v_quotes
228,1012798,78,138,348,Platinum,v_quotes
228,1012799,78,138,348,Silver,v_quotes
220,1019398,70,130,340,Silver,v_quotes
220,1019400,70,130,340,Silver,v_quotes
220,1019402,70,130,340,Gold,v_quotes
228,1019404,78,138,348,Bronze,v_quotes
220,1019406,70,130,340,Gold,v_quotes
236,1019408,86,146,356,Bronze,v_quotes
214,1019409,74,130,326,Silver,v_quotes
223,1019411,73,133,343,Bronze,v_quotes
240,1019412,90,150,360,Gold,v_quotes
240,1019413,90,150,360,Gold,v_quotes
235,1019415,85,145,355,Gold,v_quotes
240,1019416,90,150,360,Platinum,v_quotes
235,1019417,85,145,355,Silver,v_quotes
235,1019419,85,145,355,Bronze,v_quotes
206,1019420,66,122,318,Gold,v_quotes
214,1019421,74,130,326,Platinum,v_quotes
223,1019422,73,133,343,Silver,v_quotes
225,1019424,75,135,345,Platinum,v_quotes
214,1019425,74,130,326,Bronze,v_quotes
228,1019427,78,138,348,Silver,v_quotes
223,1019431,73,133,343,Silver,v_quotes
225,1019432,75,135,345,Bronze,v_quotes
230,1019433,80,140,350,Gold,v_quotes
220,1019436,70,130,340,Bronze,v_quotes
250,1019437,100,160,370,Silver,v_quotes
260,1019439,110,170,380,Platinum,v_quotes
223,1019442,73,133,343,Gold,v_quotes
209,1019444,69,125,321,Gold,v_quotes
223,1019445,73,133,343,Silver,v_quotes
228,1019446,78,138,348,Silver,v_quotes
214,1019450,74,130,326,Gold,v_quotes
226,1019451,86,142,338,Silver,v_quotes
240,1019452,90,150,360,Bronze,v_quotes
206,1019455,66,122,318,Platinum,v_quotes
236,1019456,96,152,348,Gold,v_quotes
220,1019458,70,130,340,Gold,v_quotes
206,1019460,66,122,318,Bronze,v_quotes
215,1019461,65,125,335,Silver,v_quotes
215,1019463,65,125,335,Bronze,v_quotes
225,1019468,75,135,345,Gold,v_quotes
206,1019471,66,122,318,Silver,v_quotes
250,1019472,100,160,370,Gold,v_quotes
221,1019473,81,137,333,Silver,v_quotes
235,1019475,85,145,355,Silver,v_quotes
209,1019480,69,125,321,Bronze,v_quotes
209,1019481,69,125,321,Platinum,v_quotes
228,1019483,78,138,348,Gold,v_quotes
220,1019484,70,130,340,Bronze,v_quotes
220,1019485,70,130,340,Bronze,v_quotes
236,1019487,96,152,348,Bronze,v_quotes
228,1019488,78,138,348,Silver,v_quotes
250,1019491,100,160,370,Bronze,v_quotes
209,1019493,69,125,321,Silver,v_quotes
230,1019494,80,140,350,Bronze,v_quotes
223,1019495,73,133,343,Gold,v_quotes
240,1019496,90,150,360,Silver,v_quotes
229,1019498,89,145,341,Platinum,v_quotes
228,1019499,78,138,348,Bronze,v_quotes
216,1019500,76,132,328,Gold,v_quotes
223,1019502,73,133,343,Silver,v_quotes
220,1019503,70,130,340,Silver,v_quotes
236,1019504,96,152,348,Gold,v_quotes
220,1019506,70,130,340,Silver,v_quotes
226,1019507,86,142,338,Silver,v_quotes
225,1019508,75,135,345,Bronze,v_quotes
228,1019511,78,138,348,Bronze,v_quotes
220,1019512,70,130,340,Gold,v_quotes
221,1019514,81,137,333,Silver,v_quotes
240,1019515,90,150,360,Gold,v_quotes
214,1019518,74,130,326,Silver,v_quotes
229,1019519,89,145,341,Gold,v_quotes
216,1019520,76,132,328,Gold,v_quotes
220,1019522,70,130,340,Gold,v_quotes
228,1019523,78,138,348,Platinum,v_quotes
236,1019524,96,152,348,Silver,v_quotes
221,1019527,81,137,333,Silver,v_quotes
250,1019529,100,160,370,Platinum,v_quotes
228,1019530,78,138,348,Bronze,v_quotes
230,1019531,80,140,350,Bronze,v_quotes
235,1019534,85,145,355,Silver,v_quotes
220,1019535,70,130,340,Silver,v_quotes
243,1019536,93,153,363,Gold,v_quotes
230,1019539,80,140,350,Gold,v_quotes
228,1019541,78,138,348,Gold,v_quotes
220,1019542,70,130,340,Bronze,v_quotes
220,1019546,70,130,340,Silver,v_quotes
216,1019547,76,132,328,Gold,v_quotes
225,1019548,75,135,345,Gold,v_quotes
229,1019550,89,145,341,Silver,v_quotes
221,1019551,81,137,333,Bronze,v_quotes
223,1019553,73,133,343,Gold,v_quotes
220,1019554,70,130,340,Silver,v_quotes
240,1019557,90,150,360,Bronze,v_quotes
220,1019559,70,130,340,Bronze,v_quotes
240,1019561,90,150,360,Silver,v_quotes
229,1019563,89,145,341,Bronze,v_quotes
225,1019564,75,135,345,Gold,v_quotes
228,1019565,78,138,348,Bronze,v_quotes
216,1019568,76,132,328,Silver,v_quotes
250,1019569,100,160,370,Platinum,v_quotes
216,1019570,76,132,328,Gold,v_quotes
206,1019574,66,122,318,Gold,v_quotes
230,1019575,80,140,350,Bronze,v_quotes
211,1019577,71,127,323,Gold,v_quotes
251,1019579,101,161,371,Silver,v_quotes
223,1019581,73,133,343,Silver,v_quotes
230,1019582,80,140,350,Silver,v_quotes
228,1019583,78,138,348,Bronze,v_quotes
211,1019585,71,127,323,Gold,v_quotes
230,1012802,80,140,350,Silver,v_quotes
235,1012803,85,145,355,Gold,v_quotes
211,1012804,71,127,323,Gold,v_quotes
230,1012808,80,140,350,Silver,v_quotes
235,1012810,85,145,355,Bronze,v_quotes
225,1012811,75,135,345,Bronze,v_quotes
228,1012813,78,138,348,Gold,v_quotes
220,1012814,70,130,340,Gold,v_quotes
220,1012815,70,130,340,Silver,v_quotes
220,1012816,70,130,340,Bronze,v_quotes
243,1012820,93,153,363,Gold,v_quotes
214,1012821,74,130,326,Silver,v_quotes
240,1012822,90,150,360,Gold,v_quotes
225,1012824,75,135,345,Platinum,v_quotes
225,1012825,75,135,345,Bronze,v_quotes
228,1012826,78,138,348,Silver,v_quotes
235,1012828,85,145,355,Silver,v_quotes
223,1012830,73,133,343,Silver,v_quotes
243,1012831,93,153,363,Silver,v_quotes
226,1012833,86,142,338,Gold,v_quotes
230,1012835,80,140,350,Bronze,v_quotes
223,1012836,73,133,343,Silver,v_quotes
225,1012837,75,135,345,Silver,v_quotes
206,1012839,66,122,318,Silver,v_quotes
206,1012841,66,122,318,Bronze,v_quotes
228,1012842,78,138,348,Gold,v_quotes
245,1012844,95,155,365,Bronze,v_quotes
243,1012845,93,153,363,Bronze,v_quotes
230,1012846,80,140,350,Bronze,v_quotes
235,1012849,85,145,355,Gold,v_quotes
230,1012850,80,140,350,Gold,v_quotes
235,1012851,85,145,355,Silver,v_quotes
220,1012852,70,130,340,Silver,v_quotes
240,1012854,90,150,360,Bronze,v_quotes
220,1012855,70,130,340,Bronze,v_quotes
225,1012856,75,135,345,Platinum,v_quotes
235,1012858,85,145,355,Bronze,v_quotes
220,1012859,70,130,340,Silver,v_quotes
230,1012861,80,140,350,Silver,v_quotes
228,1012864,78,138,348,Silver,v_quotes
246,1012865,106,162,358,Silver,v_quotes
223,1012866,73,133,343,Gold,v_quotes
211,1012868,71,127,323,Bronze,v_quotes
214,1012870,74,130,326,Platinum,v_quotes
221,1012873,81,137,333,Silver,v_quotes
214,1012874,74,130,326,Gold,v_quotes
211,1012876,71,127,323,Silver,v_quotes
243,1012877,93,153,363,Bronze,v_quotes
230,1012879,80,140,350,Gold,v_quotes
235,1012881,85,145,355,Silver,v_quotes
216,1012882,76,132,328,Silver,v_quotes
240,1012883,90,150,360,Gold,v_quotes
235,1012888,85,145,355,Platinum,v_quotes
216,1012889,76,132,328,Silver,v_quotes
206,1012890,66,122,318,Silver,v_quotes
228,1012895,78,138,348,Silver,v_quotes
250,1012896,100,160,370,Bronze,v_quotes
240,1012897,90,150,360,Silver,v_quotes
216,1012898,76,132,328,Silver,v_quotes
223,1012902,73,133,343,Silver,v_quotes
230,1012903,80,140,350,Gold,v_quotes
240,1012904,90,150,360,Bronze,v_quotes
225,1012908,75,135,345,Bronze,v_quotes
225,1012909,75,135,345,Gold,v_quotes
243,1012910,93,153,363,Gold,v_quotes
209,1012913,69,125,321,Silver,v_quotes
246,1012914,106,162,358,Bronze,v_quotes
223,1012915,73,133,343,Gold,v_quotes
221,1012918,81,137,333,Silver,v_quotes
216,1012919,76,132,328,Silver,v_quotes
211,1012920,71,127,323,Silver,v_quotes
220,1012921,70,130,340,Gold,v_quotes
220,1012923,70,130,340,Silver,v_quotes
228,1012924,78,138,348,Silver,v_quotes
206,1012925,66,122,318,Platinum,v_quotes
223,1012928,73,133,343,Gold,v_quotes
211,1012929,71,127,323,Bronze,v_quotes
225,1012930,75,135,345,Silver,v_quotes
225,1012932,75,135,345,Silver,v_quotes
230,1012935,80,140,350,Bronze,v_quotes
223,1012936,73,133,343,Platinum,v_quotes
225,1012939,75,135,345,Silver,v_quotes
221,1012940,81,137,333,Silver,v_quotes
223,1012941,73,133,343,Bronze,v_quotes
230,1012942,80,140,350,Silver,v_quotes
220,1012945,70,130,340,Silver,v_quotes
230,1012947,80,140,350,Silver,v_quotes
230,1012948,80,140,350,Gold,v_quotes
250,1012950,100,160,370,Bronze,v_quotes
220,1012951,70,130,340,Bronze,v_quotes
225,1012952,75,135,345,Gold,v_quotes
240,1012955,90,150,360,Bronze,v_quotes
220,1012956,70,130,340,Silver,v_quotes
225,1012957,75,135,345,Gold,v_quotes
220,1012958,70,130,340,Gold,v_quotes
243,1012962,93,153,363,Gold,v_quotes
230,1012963,80,140,350,Silver,v_quotes
214,1012964,74,130,326,Platinum,v_quotes
228,1012969,78,138,348,Bronze,v_quotes
211,1012971,71,127,323,Platinum,v_quotes
230,1012972,80,140,350,Bronze,v_quotes
225,1012977,75,135,345,Gold,v_quotes
225,1012978,75,135,345,Bronze,v_quotes
220,1012979,70,130,340,Silver,v_quotes
223,1012981,73,133,343,Gold,v_quotes
230,1012982,80,140,350,Bronze,v_quotes
220,1012983,70,130,340,Bronze,v_quotes
229,1012984,89,145,341,Silver,v_quotes
220,1012987,70,130,340,Gold,v_quotes
223,1012989,73,133,343,Bronze,v_quotes
228,1012992,78,138,348,Platinum,v_quotes
240,1012995,90,150,360,Gold,v_quotes
260,1012996,110,170,380,Silver,v_quotes
228,1012997,78,138,348,Silver,v_quotes
260,1013001,110,170,380,Platinum,v_quotes
220,1013002,70,130,340,Silver,v_quotes
225,1013004,75,135,345,Silver,v_quotes
235,1013007,85,145,355,Silver,v_quotes
225,1013009,75,135,345,Gold,v_quotes
220,1013010,70,130,340,Bronze,v_quotes
209,1013012,69,125,321,Silver,v_quotes
230,1011087,80,140,350,Bronze,v_quotes
235,1011090,85,145,355,Silver,v_quotes
228,1011092,78,138,348,Silver,v_quotes
220,1011093,70,130,340,Gold,v_quotes
216,1011094,76,132,328,Platinum,v_quotes
243,1011096,93,153,363,Silver,v_quotes
220,1011098,70,130,340,Silver,v_quotes
230,1011099,80,140,350,Gold,v_quotes
246,1011102,106,162,358,Gold,v_quotes
235,1011103,85,145,355,Platinum,v_quotes
223,1011104,73,133,343,Silver,v_quotes
223,1011106,73,133,343,Silver,v_quotes
225,1011108,75,135,345,Gold,v_quotes
235,1011112,85,145,355,Bronze,v_quotes
220,1011114,70,130,340,Silver,v_quotes
228,1011115,78,138,348,Platinum,v_quotes
220,1011116,70,130,340,Gold,v_quotes
214,1011117,74,130,326,Bronze,v_quotes
220,1011119,70,130,340,Bronze,v_quotes
228,1011120,78,138,348,Bronze,v_quotes
206,1011122,66,122,318,Silver,v_quotes
243,1013015,93,153,363,Bronze,v_quotes
230,1013016,80,140,350,Bronze,v_quotes
228,1013017,78,138,348,Silver,v_quotes
216,1013020,76,132,328,Bronze,v_quotes
209,1013021,69,125,321,Gold,v_quotes
240,1013022,90,150,360,Gold,v_quotes
220,1013024,70,130,340,Bronze,v_quotes
211,1013026,71,127,323,Platinum,v_quotes
229,1013027,89,145,341,Bronze,v_quotes
230,1013028,80,140,350,Platinum,v_quotes
228,1013031,78,138,348,Silver,v_quotes
230,1013032,80,140,350,Silver,v_quotes
206,1013033,66,122,318,Gold,v_quotes
230,1013035,80,140,350,Silver,v_quotes
211,1013036,71,127,323,Gold,v_quotes
220,1013037,70,130,340,Bronze,v_quotes
223,1013040,73,133,343,Platinum,v_quotes
230,1013041,80,140,350,Bronze,v_quotes
216,1013042,76,132,328,Gold,v_quotes
206,1013045,66,122,318,Gold,v_quotes
246,1013048,106,162,358,Bronze,v_quotes
250,1013049,100,160,370,Gold,v_quotes
225,1013050,75,135,345,Silver,v_quotes
220,1013055,70,130,340,Silver,v_quotes
228,1013056,78,138,348,Silver,v_quotes
230,1013057,80,140,350,Bronze,v_quotes
225,1013060,75,135,345,Silver,v_quotes
211,1013061,71,127,323,Gold,v_quotes
226,1013062,86,142,338,Silver,v_quotes
220,1013064,70,130,340,Bronze,v_quotes
235,1013065,85,145,355,Platinum,v_quotes
220,1013066,70,130,340,Platinum,v_quotes
240,1013067,90,150,360,Gold,v_quotes
220,1013069,70,130,340,Bronze,v_quotes
223,1013070,73,133,343,Bronze,v_quotes
225,1013071,75,135,345,Gold,v_quotes
230,1013073,80,140,350,Gold,v_quotes
225,1013074,75,135,345,Bronze,v_quotes
219,1013075,79,135,331,Silver,v_quotes
236,1013077,96,152,348,Gold,v_quotes
230,1013078,80,140,350,Silver,v_quotes
226,1013079,86,142,338,Bronze,v_quotes
206,1013083,66,122,318,Silver,v_quotes
220,1013085,70,130,340,Bronze,v_quotes
230,1013587,80,140,350,Silver,v_quotes
225,1013588,75,135,345,Silver,v_quotes
220,1013589,70,130,340,Silver,v_quotes
221,1013591,81,137,333,Gold,v_quotes
250,1013592,100,160,370,Silver,v_quotes
223,1013595,73,133,343,Bronze,v_quotes
230,1013597,80,140,350,Silver,v_quotes
230,1013598,80,140,350,Silver,v_quotes
211,1013599,71,127,323,Silver,v_quotes
220,1013601,70,130,340,Gold,v_quotes
221,1013602,81,137,333,Bronze,v_quotes
230,1013603,80,140,350,Silver,v_quotes
223,1013605,73,133,343,Silver,v_quotes
230,1013606,80,140,350,Gold,v_quotes
225,1013608,75,135,345,Silver,v_quotes
243,1013609,93,153,363,Silver,v_quotes
220,1013613,70,130,340,Bronze,v_quotes
206,1013614,66,122,318,Silver,v_quotes
240,1013617,90,150,360,Gold,v_quotes
221,1013619,81,137,333,Gold,v_quotes
221,1013620,81,137,333,Silver,v_quotes
246,1013623,96,156,366,Silver,v_quotes
211,1013625,71,127,323,Gold,v_quotes
230,1013626,80,140,350,Platinum,v_quotes
228,1013627,78,138,348,Silver,v_quotes
243,1013628,93,153,363,Gold,v_quotes
228,1013630,78,138,348,Gold,v_quotes
225,1013631,75,135,345,Silver,v_quotes
228,1013633,78,138,348,Gold,v_quotes
216,1011126,76,132,328,Bronze,v_quotes
214,1011129,74,130,326,Silver,v_quotes
216,1011130,76,132,328,Gold,v_quotes
230,1011133,80,140,350,Gold,v_quotes
270,1011134,120,180,390,Silver,v_quotes
229,1011135,89,145,341,Platinum,v_quotes
214,1011136,74,130,326,Bronze,v_quotes
244,1011138,94,154,364,Silver,v_quotes
230,1011139,80,140,350,Gold,v_quotes
240,1011140,90,150,360,Silver,v_quotes
216,1011143,76,132,328,Silver,v_quotes
206,1011144,66,122,318,Silver,v_quotes
240,1011145,90,150,360,Gold,v_quotes
250,1011148,100,160,370,Silver,v_quotes
250,1011150,100,160,370,Gold,v_quotes
243,1011153,93,153,363,Platinum,v_quotes
225,1011157,75,135,345,Bronze,v_quotes
220,1011159,70,130,340,Bronze,v_quotes
230,1011160,80,140,350,Gold,v_quotes
230,1011161,80,140,350,Gold,v_quotes
230,1011163,80,140,350,Silver,v_quotes
246,1011164,96,156,366,Bronze,v_quotes
240,1011165,90,150,360,Gold,v_quotes
223,1011167,73,133,343,Silver,v_quotes
230,1011168,80,140,350,Bronze,v_quotes
235,1011169,85,145,355,Bronze,v_quotes
225,1011174,75,135,345,Silver,v_quotes
223,1011175,73,133,343,Silver,v_quotes
228,1011176,78,138,348,Bronze,v_quotes
240,1011179,90,150,360,Silver,v_quotes
211,1011180,71,127,323,Gold,v_quotes
228,1011181,78,138,348,Platinum,v_quotes
250,1011182,100,160,370,Silver,v_quotes
240,1011185,90,150,360,Silver,v_quotes
240,1011186,90,150,360,Silver,v_quotes
225,1011191,75,135,345,Silver,v_quotes
228,1011193,78,138,348,Bronze,v_quotes
225,1011194,75,135,345,Silver,v_quotes
228,1011195,78,138,348,Gold,v_quotes
221,1011197,81,137,333,Bronze,v_quotes
223,1011198,73,133,343,Silver,v_quotes
211,1011199,71,127,323,Bronze,v_quotes
220,1011200,70,130,340,Silver,v_quotes
230,1011202,80,140,350,Gold,v_quotes
223,1011203,73,133,343,Bronze,v_quotes
214,1011206,74,130,326,Gold,v_quotes
225,1011210,75,135,345,Silver,v_quotes
220,1011211,70,130,340,Bronze,v_quotes
206,1011212,66,122,318,Platinum,v_quotes
220,1011214,70,130,340,Bronze,v_quotes
225,1011215,75,135,345,Bronze,v_quotes
220,1011217,70,130,340,Bronze,v_quotes
235,1011221,85,145,355,Gold,v_quotes
243,1011222,93,153,363,Bronze,v_quotes
220,1011223,70,130,340,Silver,v_quotes
209,1011224,69,125,321,Gold,v_quotes
228,1011226,78,138,348,Bronze,v_quotes
220,1011227,70,130,340,Silver,v_quotes
209,1011228,69,125,321,Silver,v_quotes
211,1011230,71,127,323,Gold,v_quotes
240,1011231,90,150,360,Gold,v_quotes
240,1011232,90,150,360,Silver,v_quotes
235,1011234,85,145,355,Gold,v_quotes
211,1011235,71,127,323,Silver,v_quotes
220,1011238,70,130,340,Silver,v_quotes
211,1011239,71,127,323,Silver,v_quotes
230,1011243,80,140,350,Silver,v_quotes
214,1011245,74,130,326,Platinum,v_quotes
229,1011246,89,145,341,Silver,v_quotes
260,1011248,110,170,380,Gold,v_quotes
225,1011249,75,135,345,Silver,v_quotes
225,1011251,75,135,345,Bronze,v_quotes
214,1011253,74,130,326,Gold,v_quotes
235,1011254,85,145,355,Gold,v_quotes
230,1011255,80,140,350,Gold,v_quotes
250,1011257,100,160,370,Bronze,v_quotes
223,1011258,73,133,343,Gold,v_quotes
220,1011259,70,130,340,Gold,v_quotes
220,1011261,70,130,340,Bronze,v_quotes
228,1011264,78,138,348,Platinum,v_quotes
223,1011265,73,133,343,Gold,v_quotes
235,1011268,85,145,355,Bronze,v_quotes
206,1011270,66,122,318,Bronze,v_quotes
211,1011272,71,127,323,Gold,v_quotes
232,1011273,92,148,344,Gold,v_quotes
220,1011276,70,130,340,Silver,v_quotes
230,1011278,80,140,350,Gold,v_quotes
209,1011279,69,125,321,Silver,v_quotes
226,1011283,86,142,338,Platinum,v_quotes
220,1011284,70,130,340,Bronze,v_quotes
206,1011285,66,122,318,Silver,v_quotes
220,1011286,70,130,340,Gold,v_quotes
235,1011288,85,145,355,Bronze,v_quotes
230,1011290,80,140,350,Silver,v_quotes
225,1011291,75,135,345,Silver,v_quotes
240,1011293,90,150,360,Silver,v_quotes
225,1011295,75,135,345,Bronze,v_quotes
250,1011296,100,160,370,Bronze,v_quotes
220,1011298,70,130,340,Bronze,v_quotes
209,1011299,69,125,321,Platinum,v_quotes
229,1011300,89,145,341,Silver,v_quotes
225,1011303,75,135,345,Bronze,v_quotes
228,1011304,78,138,348,Silver,v_quotes
223,1011305,73,133,343,Silver,v_quotes
206,1011306,66,122,318,Silver,v_quotes
228,1011310,78,138,348,Silver,v_quotes
230,1011311,80,140,350,Platinum,v_quotes
235,1011312,85,145,355,Silver,v_quotes
220,1011315,70,130,340,Gold,v_quotes
235,1011317,85,145,355,Gold,v_quotes
220,1011318,70,130,340,Bronze,v_quotes
209,1011320,69,125,321,Silver,v_quotes
228,1011323,78,138,348,Bronze,v_quotes
250,1011324,100,160,370,Silver,v_quotes
236,1011327,96,152,348,Bronze,v_quotes
209,1011329,69,125,321,Silver,v_quotes
225,1011330,75,135,345,Silver,v_quotes
230,1011331,80,140,350,Gold,v_quotes
216,1011333,76,132,328,Silver,v_quotes
220,1011334,70,130,340,Silver,v_quotes
240,1011335,90,150,360,Silver,v_quotes
225,1013637,75,135,345,Bronze,v_quotes
223,1013639,73,133,343,Bronze,v_quotes
235,1013640,85,145,355,Gold,v_quotes
228,1013643,78,138,348,Bronze,v_quotes
230,1013644,80,140,350,Bronze,v_quotes
206,1013645,66,122,318,Bronze,v_quotes
220,1013646,70,130,340,Silver,v_quotes
235,1013649,85,145,355,Silver,v_quotes
230,1013650,80,140,350,Bronze,v_quotes
220,1013653,70,130,340,Silver,v_quotes
223,1013655,73,133,343,Bronze,v_quotes
211,1013656,71,127,323,Bronze,v_quotes
228,1013657,78,138,348,Silver,v_quotes
228,1013659,78,138,348,Silver,v_quotes
223,1013661,73,133,343,Bronze,v_quotes
235,1013663,85,145,355,Platinum,v_quotes
225,1013668,75,135,345,Gold,v_quotes
206,1013669,66,122,318,Silver,v_quotes
250,1013670,100,160,370,Platinum,v_quotes
223,1013672,73,133,343,Silver,v_quotes
240,1013675,90,150,360,Bronze,v_quotes
230,1013676,80,140,350,Bronze,v_quotes
223,1013677,73,133,343,Bronze,v_quotes
230,1013680,80,140,350,Gold,v_quotes
230,1013681,80,140,350,Gold,v_quotes
209,1013682,69,125,321,Silver,v_quotes
225,1013684,75,135,345,Bronze,v_quotes
235,1013686,85,145,355,Bronze,v_quotes
223,1013687,73,133,343,Bronze,v_quotes
230,1013688,80,140,350,Silver,v_quotes
209,1013690,69,125,321,Bronze,v_quotes
228,1013693,78,138,348,Silver,v_quotes
206,1013695,66,122,318,Silver,v_quotes
223,1013698,73,133,343,Bronze,v_quotes
